,1,2,3,4,5,6,7
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae,0.954528158,0.680386978,0.690542428,0.429932774,0.913274239,0.808810703,0.83621366
k__Bacteria|p__Firmicutes|c__Bacilli|o__Gemellales|f__Gemellaceae,0.0,0.107991809,0.039288269,0.163615702,0.005033924,0.140625487,0.041179838
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Corynebacteriaceae,0.0,0.000445143,0.000533685,0.000205375,0.0,7.79e-05,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Veillonellaceae,0.0,0.129210315,0.068027752,0.062009666,0.066462391,0.016400336,0.041222248
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae,0.0,0.02661958,0.043591811,0.121034544,0.0,1.56e-05,0.004092538
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__[Paraprevotellaceae],0.0,0.002344422,0.004405737,0.094472665,1.82e-05,0.0,0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae,0.0,0.0,0.06424654,0.004395033,0.0,0.0,0.0
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae,0.0,0.006439742,0.005246006,0.001903145,0.001313198,0.001861197,0.049089251
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae,0.0,0.012938837,0.035541122,0.007749497,0.000966659,0.000428309,0.00144193
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae,0.0,0.0,0.016691837,0.048975177,0.0,0.0,0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae,0.0,0.004926255,0.007403454,0.05345236,0.000255344,5.45e-05,0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae,0.0,0.018369588,0.007562424,0.000465517,0.005562851,0.002663302,0.003350368
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae,0.0,0.002136689,0.000647234,4.11e-05,0.004687386,0.008005482,0.010072309
k__Bacteria|p__Firmicutes|c__Bacilli|Other|Other,0.000629317,0.003501795,0.002384548,0.00194422,0.0,0.010941345,0.001611569
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae,0.018572181,0.000949639,0.001987123,0.005791585,0.000127672,0.0,0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae,4.39e-05,0.000801258,0.001703249,0.000328601,0.00191508,0.000926705,0.005131576
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae,0.013962065,5.94e-05,3.41e-05,4.11e-05,0.0,0.002632153,4.24e-05
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae,0.0,0.000148381,0.00646099,0.000903652,0.0,0.000186898,0.000360483
k__Bacteria|p__TM7|c__TM7-3|o__CW040|f__,0.0,0.001543164,0.000170325,0.0,0.000328299,0.0,0.006170614
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae,0.0,0.0,0.0,0.000260142,0.0,0.0,0.0
