,1,2,3,4,5,6,7
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae,0.834785693,0.926331881,0.970100651,0.738977112,0.75206553,0.994129869,0.712976549
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Veillonellaceae,0.017343871,0.070473133,3.7e-05,0.044978842,0.057350928,8.72e-05,0.031353772
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae,0.000135103,0.0,3.7e-05,0.074964736,0.081771399,0.0,0.068962854
k__Bacteria|p__Firmicutes|c__Bacilli|o__Gemellales|f__Gemellaceae,8.44e-05,3.06e-05,0.013950562,0.050279838,0.019640244,1.45e-05,0.095683064
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae,0.0,0.0,0.0,0.022318788,0.028516123,0.0,0.044404973
