,1,2,3,4,5,6,7
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae,0.002289477,0.616491806,0.99314734,0.835931223,0.693232631,0.442742027,0.573551946
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae,0.984431556,0.007110032,0.0,0.0,0.0,0.0,0.219353356
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Veillonellaceae,6.54e-05,0.0,0.0,0.123123895,3.16e-05,0.447667688,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Gemellales|f__Gemellaceae,0.000305264,0.042790254,0.001346851,0.001189137,0.263458105,0.000181591,0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.176850291
