,1,2,3,4,5,6,7
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae,0.507082599,0.534126772,0.505602753,0.461066791,0.606937153,0.538131984,0.680677371
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Veillonellaceae,0.150145376,0.057963284,0.104020162,0.030382755,0.355675621,0.020104782,0.007826204
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae,0.007247311,0.100057785,0.080823273,0.095115845,0.0,0.028647379,0.102820132
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Corynebacteriaceae,4.3e-05,1.11e-05,0.0,0.000275821,0.0,0.291093504,0.000809607
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae,0.086695599,0.025636752,0.106418438,0.003479589,0.002726948,0.003819651,0.008365943
k__Bacteria|p__Firmicutes|c__Bacilli|o__Gemellales|f__Gemellaceae,0.025451525,0.038382895,0.040675853,0.127790036,0.002650492,0.024776112,0.072797193
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae,0.018247182,0.088211762,0.042477948,0.069167445,0.006065549,0.029653909,0.029618135
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae,0.119723857,0.006311953,0.006056664,0.029194602,0.0,0.00082587,0.006139522
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae,0.006803306,0.058441125,0.03750525,0.108949334,0.0,0.006477921,0.04560788
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae,0.029476217,0.027248078,0.029754888,0.001930748,0.008282787,0.003587375,0.001956551
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae,0.022558329,0.017846824,0.014728399,0.001209369,0.0,0.000232276,0.000674673
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__[Paraprevotellaceae],0.000687492,0.002755923,0.001287211,0.037320716,2.55e-05,0.005806901,0.009040615
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae,0.006115814,0.011168156,0.003468694,0.001018416,0.0,0.000903296,0.002091486
k__Bacteria|p__Firmicutes|c__Bacilli|Other|Other,0.002434867,0.004700627,0.002574421,0.003712976,0.000458739,0.00100653,0.011267035
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae,0.001604148,0.000877895,0.005650177,2.12e-05,0.016208777,7.74e-05,6.75e-05
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__[Weeksellaceae],0.00057291,0.00124461,0.000867173,0.002185352,0.000382282,0.001135572,0.001146944
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__,0.0,0.001222385,0.00063683,0.017546465,0.0,0.0,0.011469437
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae,2.86e-05,0.000633418,0.000149045,0.004858695,0.0,0.000541977,0.005397382
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae,0.0,0.000588967,0.000162595,0.000190953,0.0,0.026608512,0.0
k__Bacteria|p__TM7|c__TM7-3|o__|f__,0.003308555,0.002678135,0.006232809,8.49e-05,0.0,0.000954913,0.000202402
k__Bacteria|p__Firmicutes|c__Erysipelotrichi|o__Erysipelotrichales|f__Erysipelotrichaceae,0.002148412,0.003200427,0.003428045,0.000127302,0.0,0.000464552,0.000404804
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__[Mogibacteriaceae],0.000787751,0.002078055,0.001111066,4.24e-05,0.0,0.000361318,6.75e-05
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae,0.000329423,0.000933458,0.000799425,0.00084868,0.000101942,0.002787313,0.000404804
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|Other,0.001804666,0.004267236,0.000514884,0.002015616,0.0,0.0,0.00074214
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae,1.43e-05,1.11e-05,1.35e-05,0.0,0.0,0.004877797,0.0
