,1,2,3,4,5,6,7
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae,0.507082599,0.534126772,0.505602753,0.461066791,0.606937153,0.538131984,0.680677371
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Veillonellaceae,0.150145376,0.057963284,0.104020162,0.030382755,0.355675621,0.020104782,0.007826204
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae,0.007247311,0.100057785,0.080823273,0.095115845,0.0,0.028647379,0.102820132
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Corynebacteriaceae,4.3e-05,1.11e-05,0.0,0.000275821,0.0,0.291093504,0.000809607
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae,0.086695599,0.025636752,0.106418438,0.003479589,0.002726948,0.003819651,0.008365943
k__Bacteria|p__Firmicutes|c__Bacilli|o__Gemellales|f__Gemellaceae,0.025451525,0.038382895,0.040675853,0.127790036,0.002650492,0.024776112,0.072797193
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae,0.018247182,0.088211762,0.042477948,0.069167445,0.006065549,0.029653909,0.029618135
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae,0.119723857,0.006311953,0.006056664,0.029194602,0.0,0.00082587,0.006139522
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae,0.006803306,0.058441125,0.03750525,0.108949334,0.0,0.006477921,0.04560788
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae,0.029476217,0.027248078,0.029754888,0.001930748,0.008282787,0.003587375,0.001956551
