,1,2,3,4,5,6,7
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae,0.001847875,0.688711582,0.289284803,0.005188655,0.361790205,0.978778754,0.840937986
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Corynebacteriaceae,0.829296309,0.069447245,0.630888622,5.04e-05,0.579395454,0.000126129,0.000197768
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae,0.137591769,0.022323357,0.0,0.875976021,7.81e-05,0.000189194,0.000437915
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae,0.004819458,0.010801625,0.052683353,0.0,0.055794215,0.012313368,0.006413335
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae,0.0,0.018722816,0.000400772,0.0,0.0,0.002333391,0.147987004
