,1,2,3,4,5,6,7
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae,0.070870871,0.059481444,0.949818446,0.793053252,0.485432992,0.153822482,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae,0.301381381,0.017963057,0.006971678,0.173465588,0.461070926,0.323691036,0.051554004
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae,0.57009009,0.0,0.0,0.001861945,0.000251155,0.000835275,0.846277774
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Corynebacteriaceae,0.0,0.02236909,0.000726216,3.39e-05,0.003064095,0.435749769,0.078874941
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae,0.015855856,0.474495848,0.000726216,0.003656183,0.019439421,0.014243637,0.009397865
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae,0.0,0.232841891,0.0,0.000304682,0.0,0.0,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|Other|Other,0.002702703,0.014065413,0.0416122,0.018517892,0.012909383,0.021321493,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae,0.0,0.0,0.0,0.0,0.0,0.00953972,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Veillonellaceae,0.012192192,0.0,0.0,0.000744778,0.004370102,0.007957093,6.71e-05
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae,0.0,0.083036773,0.0,0.0,0.0,0.000131886,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Gemellales|f__Gemellaceae,0.003843844,0.0,0.0,0.003080673,0.001707856,0.000175847,0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Erythrobacteraceae,0.0,0.040671073,0.0,0.0,0.00095439,0.0,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__[Tissierellaceae],0.0,0.034400949,0.0,0.0,0.001758087,0.0,0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__[Paraprevotellaceae],0.005105105,0.0,0.0,0.0,0.0,0.002373939,0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae,0.0,0.0,0.0,0.0,5.02e-05,0.024179013,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae,0.011711712,0.0,0.0,0.0,0.0,0.001274893,0.006444251
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae,0.0,0.0,0.0,0.0,0.0,8.79e-05,0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae,0.0,0.005931198,0.0,0.000203121,0.001758087,0.0,0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae,0.0,0.008134215,0.0,0.0,0.0,0.0,0.0
