,1,2,3,4,5,6,7
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae,0.288470008,0.743805677,0.135054434,0.524267047,0.52562249,0.451858054,0.720317219
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Corynebacteriaceae,0.122963093,0.064077225,0.567302611,0.295761502,0.093092369,0.410768339,0.000339186
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae,0.181626002,0.000372375,0.282052637,0.0,0.00227577,0.109551105,0.000145365
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae,0.0,0.117713615,0.0,0.078950258,0.317991968,0.00032202,0.205740313
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae,0.215801991,0.001389247,0.001744002,0.00603931,0.003400268,0.001320281,0.002261238
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae,0.0,0.007762596,0.0,0.004941254,0.007362784,0.0,0.04588697
k__Bacteria|p__Firmicutes|c__Bacilli|o__Gemellales|f__Gemellaceae,0.027569805,0.004439861,0.004729944,0.008125618,0.020562249,0.008372512,0.004457868
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae,0.0,0.014221878,0.0,0.000109806,0.000267738,0.0,8.08e-05
k__Bacteria|p__Firmicutes|c__Bacilli|Other|Other,0.095217123,0.000415342,0.000766304,0.001537279,0.000776439,0.001030463,4.85e-05
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae,0.0,0.015424938,0.000396364,0.019765016,0.0,0.0,0.001889749
