,1,2,3,4,5,6,7
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae,0.137044166,0.017891017,0.349920431,0.103502278,0.270408163,0.263459718,0.029025359
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__[Tissierellaceae],0.293818843,0.30303143,0.00918105,0.377277904,0.154761905,0.107566394,0.341548698
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Veillonellaceae,0.297454818,0.04630835,0.005784062,0.017226651,0.018556311,0.010021714,0.121227552
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae,0.003796385,0.000223173,0.244828008,0.108769932,0.092139078,0.0,0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae,0.001443696,7.44e-05,0.108275187,0.028046697,0.015910809,0.26869328,0.010116441
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae,0.205913806,0.173144876,0.000153018,0.02477221,0.009826153,0.012972552,0.263978002
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae,0.0,0.0,0.145489044,0.155324601,0.000869237,0.0,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae,0.042455352,0.317426074,0.00306035,0.000569476,0.036054422,0.013752018,0.002376345
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae,0.000641643,0.000260368,0.001285347,0.002420273,0.086205593,0.042647959,0.191635265
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae,0.004705379,0.006657988,0.093524299,0.025626424,0.027891156,0.0,0.027463761
