,1,2,3,4,5,6,7
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae,0.280437474,0.0,0.425372168,0.187293671,0.412001188,0.471986123,0.655713764
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__[Tissierellaceae],0.121720417,0.000217197,0.022718447,0.141455884,0.016793742,4.34e-05,2.61e-05
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae,0.054242085,0.0,0.178478964,0.089728061,0.327081889,0.0,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae,0.001061258,0.0,0.289126214,0.0,0.001940786,0.008477884,0.010744276
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae,0.087760156,0.0,0.000226537,0.074005463,0.068818695,0.181548135,0.11385803
