,1,2,3,4,5,6,7
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Veillonellaceae,0.209357404,2.64e-05,0.511869009,0.395848499,0.200233447,0.450945835,0.326557203
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae,0.068463071,0.000383507,0.46990674,0.160043221,0.264042162,0.128237407,0.011314233
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__[Tissierellaceae],0.136549712,0.000277712,9.3e-06,0.130880346,0.440447557,0.161807409,0.340184804
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae,1.57e-05,0.956240578,0.00024175,0.000250227,1.18e-05,0.0,0.000186133
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae,0.336198378,0.000119019,9.3e-06,0.111146497,0.0,0.111519546,0.172212989
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae,0.0,0.0,3.72e-05,0.0,1.18e-05,0.0,0.000691351
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae,0.014288627,7.93e-05,0.014625891,0.005698362,0.014112903,0.002970945,9.31e-05
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae,0.111156422,3.97e-05,0.0,0.03283667,0.0,0.014485456,0.031802167
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae,0.03031824,5.29e-05,0.0,0.0991697,0.001367666,0.00547191,0.004267766
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|Other,0.039823078,1.32e-05,0.0,0.026353503,0.034899076,0.032915387,0.008469055
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae,0.000580328,0.0,0.0,0.015059145,0.0,0.059838528,0.049670943
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae,0.007010995,1.32e-05,0.0,0.007017743,0.0,0.000990315,0.000358971
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae,0.001772354,0.000185141,0.0,0.006642402,0.000117902,0.010943821,0.02444991
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae,0.014382734,0.0,0.000753145,0.000284349,0.008418223,0.0,2.66e-05
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae,0.000470537,2.64e-05,0.0,0.002149682,0.0,0.00046998,0.000292495
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|Other,0.015151278,0.0,0.0,0.0,0.0,0.00815751,0.017150834
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae,0.0,0.000119019,0.000120875,1.14e-05,0.00050698,1.68e-05,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|Other|Other,1.57e-05,0.04235764,0.00019526,3.41e-05,0.000141483,0.0,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae,0.002117415,0.0,0.0,0.003537307,0.0237691,0.00876177,0.004613441
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae,0.0,0.0,0.001366819,0.000932666,0.010587625,3.36e-05,0.0
