,1,2,3,4,5,6,7
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Veillonellaceae,0.209357404,2.64e-05,0.511869009,0.395848499,0.200233447,0.450945835,0.326557203
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae,0.068463071,0.000383507,0.46990674,0.160043221,0.264042162,0.128237407,0.011314233
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__[Tissierellaceae],0.136549712,0.000277712,9.3e-06,0.130880346,0.440447557,0.161807409,0.340184804
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae,1.57e-05,0.956240578,0.00024175,0.000250227,1.18e-05,0.0,0.000186133
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae,0.336198378,0.000119019,9.3e-06,0.111146497,0.0,0.111519546,0.172212989
